Time-Optimization,Time,n_timesteps,Itr,ItrTime,train-NumTrajs,train-PolicyExecTime,train-StdReturn,LossBefore,LossAfter,train-AverageDiscountedReturn,train-MaxReturn,Time-Sampling,Time-SampleProc,train-MinReturn,train-EnvExecTime,train-AverageReturn
1.9795782566070557,24.58658742904663,10000,0,24.586578369140625,100,13.815652132034302,7.826819733129531,0.011453287,-1.8171216,6.375429818631534,25.48546249308933,22.54684829711914,0.058812618255615234,-7.213638873107144,8.072140455245972,9.818919198849295
1.071930170059204,49.29853677749634,20000,1,24.6251003742218,100,14.061083555221558,5.574362846956112,0.015125507,-4.5976734,14.467205441240772,32.38759523111293,23.511375427246094,0.04114365577697754,-7.691972371562394,8.773316144943237,23.71793310253096
1.0799341201782227,74.03954100608826,30000,2,24.673458337783813,100,13.992809295654297,3.0969052350089923,0.013597388,-5.0912685,15.851649967107011,30.723446439042004,23.55122184753418,0.041602373123168945,16.6744173276104,8.874042987823486,25.025054372052054
1.0672023296356201,98.92438554763794,40000,3,24.824082374572754,100,14.073213815689087,1.8894775471918979,0.0043444154,-3.4689324,18.263286815702042,30.106697575907916,23.718200206756592,0.03791642189025879,21.71627691068087,8.962435245513916,26.132721834237167
1.0422532558441162,123.72237229347229,50000,4,24.73379397392273,100,14.010191202163696,2.0077937508631196,-0.009164658,-1.8881041,19.426341171676757,30.222419799503516,23.649500846862793,0.04125499725341797,20.878998183885084,8.9561288356781,26.55726212149697
1.0675718784332275,148.65624022483826,60000,5,24.870909690856934,100,14.046144962310791,3.1799933492383734,0.004755772,-1.0905316,19.25730469081421,30.360749408254726,23.767767429351807,0.03465914726257324,4.41191472710199,9.040998697280884,25.962169719462118
1.064474105834961,173.5073800086975,70000,6,24.790069818496704,100,13.969279050827026,2.7171491338222076,0.009764461,-0.7894447,19.544983568047506,30.774409668222475,23.689590454101562,0.03523659706115723,14.999727905666001,9.034087181091309,26.175513383255137
1.0882515907287598,198.39625883102417,80000,7,24.82684898376465,100,14.02002763748169,3.58553412610325,-0.0027105561,-0.67317206,19.281075648960094,30.93172765801061,23.699731826782227,0.03814244270324707,5.1145143930080055,8.99277138710022,25.729201784493522
1.0602478981018066,223.22654366493225,90000,8,24.768967628479004,100,13.92295241355896,2.4263952847966177,-0.007126893,-0.6311756,19.944562872003573,30.22169012437615,23.668979167938232,0.03897833824157715,9.037541006280897,9.051131248474121,26.613938836472247
1.055870532989502,247.97946763038635,100000,9,24.692431926727295,100,13.943265438079834,2.900204890205734,-0.005761403,-0.59769905,19.573803417974624,30.502196786976004,23.59943151473999,0.03623652458190918,6.003354318825242,8.97070598602295,26.424531905508264
1.0462923049926758,272.7621955871582,110000,10,24.726022720336914,100,13.95401120185852,2.4293727431191705,-0.0076325447,-0.5415867,19.903372448358382,30.123357707010328,23.642879962921143,0.03614401817321777,13.342562464014769,9.006131172180176,26.70946825736585
1.0731019973754883,297.6498427391052,120000,11,24.829965114593506,100,14.021953105926514,2.215320984761209,0.0073375893,-0.4630267,20.037666612952215,30.39615045971294,23.714561223983765,0.04166412353515625,15.519835106951794,8.998462200164795,26.882937149259533
1.0514826774597168,322.5665988922119,130000,12,24.86094307899475,100,14.002492189407349,2.561949517153137,-0.0060527567,-0.41590956,19.550732855772925,30.357067345369845,23.769784212112427,0.03906440734863281,14.077402042782612,9.078940391540527,26.328856415156547
1.0826025009155273,347.48583221435547,140000,13,24.85600471496582,100,14.020336389541626,1.6486782692562356,0.003410536,-0.34859076,20.214875684985046,30.250512436079664,23.733593463897705,0.039052486419677734,20.301053353365923,9.034981966018677,27.057122301089898
1.0604045391082764,372.37682580947876,150000,14,24.83275842666626,100,14.019355773925781,1.9047916466698245,0.0053747497,-0.32571465,20.187692343164528,30.774869874928477,23.734022855758667,0.03775930404663086,17.891046040744314,9.034514427185059,27.061479825875672
1.0786073207855225,397.2284653186798,160000,15,24.794455766677856,100,13.957552909851074,1.4321014747948824,-0.00439942,-0.3136232,20.307344032851983,30.08252347456116,23.67469024658203,0.040457725524902344,23.999796752959202,9.032465696334839,27.289935941292914
1.0411803722381592,422.1121666431427,170000,16,24.82000207901001,100,13.984778642654419,1.5691935481983692,0.0033179747,-0.2843666,19.97362843108277,29.830594841106468,23.740458250045776,0.037682533264160156,22.43315400678733,9.072200298309326,26.843835417769345
1.0839693546295166,447.0128197669983,180000,17,24.837993383407593,100,13.952145338058472,1.402727257146065,-0.00227257,-0.25987628,20.336409378631494,29.56069352287616,23.708202123641968,0.04526257514953613,23.17978743147727,9.072383880615234,27.229388284434137
1.0507307052612305,471.80260181427,190000,18,24.722487449645996,100,13.88997197151184,1.677923581416352,0.0036141258,-0.24475786,20.09878379199311,30.26767648190319,23.62926745414734,0.041822195053100586,21.508829260695414,9.052048206329346,27.024789137284564
1.0672333240509033,496.63722372055054,200000,19,24.777331113815308,100,14.004703044891357,1.586573828869759,0.0010964279,-0.24110202,19.977884851926795,30.02015116422818,23.671869039535522,0.03751516342163086,21.818584477938707,8.977782487869263,26.925334591127537
1.043524980545044,521.6368923187256,210000,20,24.942060470581055,100,14.090471982955933,2.2782007499145043,-0.0015996567,-0.23837939,19.86617154245465,30.34052845509114,23.85813546180725,0.03970694541931152,11.86008678563678,9.074166774749756,26.657041268769273
1.0557451248168945,546.542952299118,220000,21,24.85038685798645,100,13.985291242599487,3.2998715371978267,0.021700306,-0.19930075,20.09709100371534,30.93653038030397,23.759474515914917,0.03445124626159668,-1.3866443604240157,9.08985161781311,26.895829638254906
1.081484317779541,571.4506728649139,230000,22,24.846620559692383,100,14.014698505401611,3.2545891944562877,0.0057470445,-0.21084812,20.288254005783223,30.420200956221866,23.72824263572693,0.036184072494506836,5.600074370666906,9.034926176071167,26.99890275538612
1.065913200378418,596.3412072658539,240000,23,24.82719874382019,100,14.017072200775146,2.9759418451830513,0.0049493485,-0.2180248,19.728241631445343,30.48516264352405,23.72072434425354,0.03986096382141113,6.561346411983407,9.018145322799683,26.477958122623132
1.089843511581421,621.4145932197571,250000,24,25.01552677154541,100,14.09403681755066,2.7330525474330116,0.0038964592,-0.22396514,20.171307043644077,29.90184344544426,23.88509440422058,0.039931297302246094,11.342736333690329,9.10092544555664,27.166674460584712
1.0581128597259521,646.1395299434662,260000,25,24.663225412368774,100,13.847593307495117,1.6589366378589487,0.0020960479,-0.22920384,19.93200186907352,29.67225132819861,23.56515908241272,0.039018869400024414,17.283287906980444,9.032666444778442,26.72527963577383
1.0787866115570068,671.0553522109985,270000,26,24.855051517486572,100,14.019001722335815,2.288779057419947,0.0020806747,-0.23055181,19.885606597885488,30.12271187101655,23.738301038742065,0.037307024002075195,15.615782730427094,9.026602983474731,26.767400749181462
1.06087064743042,695.8402547836304,280000,27,24.72579073905945,100,13.88230013847351,1.6888076115035582,0.01493007,-0.20859136,20.06958918110264,29.824876036389075,23.627922534942627,0.03626132011413574,19.69561246132127,9.051697731018066,26.90385722187467
1.0496838092803955,720.6845428943634,290000,28,24.77525305747986,100,14.011934995651245,3.1309881907190222,-0.0064262603,-0.2463216,19.687036148532783,29.973404950284213,23.686450481414795,0.03844404220581055,9.631416181690238,8.995837450027466,26.426528026089645
1.0667107105255127,745.4875764846802,300000,29,24.74546790122986,100,13.881858348846436,1.8640873381786538,-0.00094540406,-0.23223208,20.008861224192366,29.77163189718268,23.641866445541382,0.03597068786621094,18.75288251922854,9.077296733856201,26.84798667648306
1.0410621166229248,770.3426578044891,310000,30,24.793579816818237,100,14.013123512268066,2.526752132920201,0.01679411,-0.21369663,19.76646967401199,31.205759802057006,23.715460538864136,0.036342620849609375,10.414560580309761,9.013826847076416,26.638199573606585
1.0918583869934082,795.24733543396,320000,31,24.84176254272461,100,14.015512228012085,3.2216203354858375,-0.002303186,-0.2276538,19.579909283073828,30.690440931276427,23.710346460342407,0.038843631744384766,2.815620065774095,9.008894205093384,26.43214694509835
1.089900016784668,820.123185634613,330000,32,24.811886072158813,100,13.96449875831604,2.3227065583060815,0.007346457,-0.2711782,19.87946074296169,30.296500083161565,23.687506675720215,0.033776283264160156,17.630687446388755,9.032744884490967,26.73386355455828
1.0576376914978027,845.0571789741516,340000,33,24.86860227584839,100,14.0906503200531,3.024337841636516,-0.007243834,-0.29831436,19.807543339548417,30.240791050733492,23.76960587501526,0.04054617881774902,2.496095491809083,8.99552297592163,26.53261545225614
1.0738818645477295,869.825971364975,350000,34,24.705782413482666,100,13.880987644195557,3.133869627176216,-0.00055801927,-0.30894557,19.44037232097372,29.912955009913084,23.588598012924194,0.04257488250732422,5.971775058629709,9.020576000213623,26.14269718911369
1.1008906364440918,894.8221166133881,360000,35,24.935346364974976,100,14.078089714050293,2.1596938442275113,0.004079663,-0.3178553,19.79416877863309,30.793661446275756,23.797832250595093,0.0360105037689209,12.919167194008724,9.03721833229065,26.793784095030674
1.0628917217254639,919.8268053531647,370000,36,24.946237087249756,100,14.068191766738892,2.8146744594974065,-0.021250468,-0.37108952,19.93943373514058,30.50553108134867,23.834686517715454,0.04787731170654297,5.3342343877692615,9.073851108551025,26.80031375856865
1.0710549354553223,944.6776371002197,380000,37,24.791796445846558,100,13.957195043563843,4.357834965490195,-0.007828036,-0.39067551,19.06875596371642,29.88982664646055,23.685864686965942,0.034197092056274414,4.555385621503078,9.03656530380249,25.53564746977254
1.065119981765747,969.5743362903595,390000,38,24.837390899658203,100,14.052246570587158,3.5981805921991157,0.0033252013,-0.41738555,19.276267357875284,30.64434456971467,23.734146118164062,0.03713679313659668,4.75288263064667,9.000885248184204,26.066379789283147
1.0590159893035889,994.4751868247986,400000,39,24.841609001159668,100,14.053305387496948,5.254834237175747,0.01683496,-0.45015928,19.111130278890332,29.383134509512054,23.74079465866089,0.041104793548583984,-0.6914907739671232,9.00197958946228,25.570911540025726
1.5890018939971924,1020.2792398929596,410000,40,25.744082927703857,100,14.187802076339722,2.914929840179322,-0.0016837097,-0.5163469,19.187392708317244,30.294409270717335,24.108630657196045,0.045567989349365234,12.471049036090474,9.222908020019531,25.931885262389432
1.0615923404693604,1045.259492635727,420000,41,24.90077829360962,100,14.060359001159668,4.810914473576388,0.0026025819,-0.5393217,18.69179897455389,29.999984321508755,23.794134616851807,0.04309797286987305,3.444350666908943,9.049925327301025,25.309327437468596
1.0481605529785156,1070.2187414169312,430000,42,24.899733304977417,100,14.11355972290039,3.7166728219411045,0.0019939514,-0.5950394,19.259439078088235,30.287532126117224,23.81191325187683,0.038765907287597656,6.690250759172705,9.009495973587036,25.91942020053997
1.050490379333496,1095.0162847042084,440000,43,24.736396312713623,100,13.951433897018433,5.1886166499130155,-4.533615e-05,-0.61376494,18.36579452436195,31.351828064254807,23.64698362350464,0.038362741470336914,-4.127080114995913,9.008087635040283,24.994094493002876
1.0812954902648926,1120.517490386963,450000,44,25.443816661834717,100,14.460766077041626,4.904053511580306,0.0153773045,-0.68373215,18.56781279297508,29.75386779170862,24.323482036590576,0.03830146789550781,2.9039610405934413,9.157772302627563,24.89711396649029
1.076641321182251,1145.5694766044617,460000,45,24.991982221603394,100,14.140175819396973,4.126670838131596,0.021296982,-0.77659744,18.64904554237869,30.118828277037924,23.878700733184814,0.0358586311340332,7.706134938226109,9.037209510803223,25.15309962310009
1.067223072052002,1170.545737028122,470000,46,24.910104751586914,100,14.112886190414429,6.883499299558147,-0.005716031,-0.8050706,17.883275343727416,30.975213010641607,23.80686378479004,0.03525424003601074,-3.1089561958489225,9.00728988647461,24.079648290513703
1.0557746887207031,1195.4020302295685,480000,47,24.800142765045166,100,14.033522844314575,6.624505455287588,-0.009161904,-0.81912714,17.344480712152524,30.093351667546678,23.70262837409973,0.04079580307006836,-4.079871303262956,8.988394260406494,23.459385845450292
1.0717523097991943,1220.1313376426697,490000,48,24.66953754425049,100,13.917969226837158,6.375250635951878,0.006235666,-0.7928505,17.626755977377492,32.11029460167839,23.556544065475464,0.04047799110412598,1.1084215429316862,8.949262142181396,23.846846378014696
1.0822830200195312,1245.0586807727814,500000,49,24.859731674194336,100,14.070301055908203,5.7183244441625884,-0.0028247163,-0.82374376,18.10495011137656,30.020058795177167,23.73761510848999,0.0391087532043457,-0.23696471381335474,8.967593431472778,24.661266568023226
1.0510237216949463,1269.7949850559235,510000,50,24.675469875335693,100,14.019724607467651,8.448220101173694,-0.012352088,-0.7640806,15.811233213791079,30.59292284587682,23.58936619758606,0.03441500663757324,-4.289319162389698,8.888718366622925,21.755089152866912
1.0750694274902344,1294.5572865009308,520000,51,24.705000638961792,100,13.969547748565674,7.267063846739515,0.001415915,-0.7684147,16.759877009459696,31.215510040263855,23.58669686317444,0.04258918762207031,-4.556128493948667,8.931965589523315,22.851685201392534
1.0788688659667969,1319.3367490768433,530000,52,24.722227096557617,100,13.977333307266235,7.6458563982732235,0.011103818,-0.71608704,15.398618234898032,30.199717714185685,23.606388807296753,0.03630805015563965,-7.426341775549427,8.938903093338013,20.782885910275027
1.076305627822876,1344.2138495445251,540000,53,24.81522297859192,100,14.058125019073486,9.259484309541591,0.010374026,-0.6205453,14.600920603447687,30.632861171568393,23.702924728393555,0.035333871841430664,-1.9350157865733337,8.941378593444824,19.51107891626366
1.059159278869629,1369.0402874946594,550000,54,24.76223349571228,100,14.053669452667236,10.752999859877928,-0.0021187072,-0.5531711,12.987113353833045,31.119690893662625,23.664307594299316,0.03811073303222656,-5.626752419297899,8.91179895401001,17.267697316462257
1.0814642906188965,1393.8253421783447,560000,55,24.722028732299805,100,14.003145694732666,10.25977045394483,-0.00286026,-0.48540625,12.26104132860836,32.29284884355685,23.60661005973816,0.03326749801635742,-5.493960373955635,8.91577434539795,16.29497780875083
1.0351474285125732,1418.5212213993073,570000,56,24.63127589225769,100,13.949475288391113,9.455113226515973,-0.003987579,-0.44001684,11.542233601717244,30.678266579700473,23.556862831115723,0.03856682777404785,-7.5673471348768775,8.914064407348633,15.014291073903678
1.0729827880859375,1443.1560580730438,580000,57,24.57726216316223,100,13.968940019607544,11.220681650302593,-0.010950745,-2.0397074,-0.016413286777537776,23.809481041957984,23.463457107543945,0.04009532928466797,-15.101305054546454,8.816671371459961,-4.276521407855276
1.0412368774414062,1467.8084003925323,590000,58,24.595504760742188,100,13.904626369476318,5.60276807821988,0.002843692,-26.18401,-2.977189805733311,15.124332481808974,23.5135817527771,0.040079355239868164,-12.861501780474011,8.92136549949646,-8.51615150539185
1.0552988052368164,1492.6784975528717,600000,59,24.810899257659912,100,13.97036862373352,8.857846451539203,-0.01068924,-24.374153,-4.671721281440162,11.759680207214336,23.71441102027893,0.04055333137512207,-16.119569750312234,9.05713701248169,-6.298031263191728
1.0578880310058594,1517.8416681289673,610000,60,25.099773406982422,100,14.073643684387207,1.6212182950577378,0.014816975,-125.83574,-11.450321092788126,-12.104368507017078,24.004436492919922,0.03669857978820801,-18.927390773473103,9.249045133590698,-15.582237379918617
1.0424013137817383,1541.8071811199188,620000,61,23.90984869003296,100,13.92509388923645,3.680936379679684,0.009919147,-70.65646,-0.12805188802595596,8.954364386754227,22.819117069244385,0.0475311279296875,-9.094313934457261,8.214203357696533,0.8911770390793666
1.1093711853027344,1565.9943799972534,630000,62,24.13192057609558,100,14.002445220947266,2.1417396774530433,0.01828132,-125.96595,-1.9771414811121377,2.3401250352743443,22.98809051513672,0.03388071060180664,-15.763408846746023,8.302754640579224,-1.342161289883351
1.0898206233978271,1590.7100780010223,640000,63,24.64478898048401,100,14.017754316329956,5.3802794547626265,0.0017082031,6.2483926,-6.229753884909555,-1.1890054104424124,23.51888680458069,0.03537750244140625,-16.88408619083036,8.813733577728271,-8.504458089053088
1.0838439464569092,1614.9280018806458,650000,64,24.158488035202026,100,14.042412519454956,1.3471914759951187,0.0018737,0.7722583,-1.5705000937200364,0.7972517749018054,23.03321123123169,0.040715932846069336,-10.167247702873873,8.300729990005493,-1.7672473526575507
1.0819392204284668,1639.092826128006,660000,65,24.098549604415894,100,14.08859896659851,1.613598959470382,-0.00901076,0.0065095946,-1.6761086978414497,1.2012499616956427,22.979355573654175,0.036489248275756836,-14.00928256883524,8.215312957763672,-1.9324611794702713
1.067577838897705,1663.3234329223633,670000,66,24.17225933074951,100,14.07647442817688,1.7450352090142438,-0.0061550383,-0.05922931,-1.780536681494231,1.5925441145104469,23.064979791641235,0.03900647163391113,-12.355534016889841,8.306457996368408,-2.010078761074728
1.0862336158752441,1687.5776228904724,680000,67,24.19636034965515,100,14.098627090454102,1.8764590087357547,0.015362661,-0.01279878,-1.7448514067697385,1.5587476030392373,23.073469638824463,0.03595232963562012,-16.912530629747717,8.297841787338257,-1.9708212060440566
1.098984718322754,1711.88178896904,690000,68,24.23836612701416,100,14.151718616485596,2.2219311238908825,-0.0064192796,-0.023861451,-1.9342330593063648,1.5338714866156666,23.103244066238403,0.03535342216491699,-16.60717374375241,8.26060938835144,-2.193091499102422
1.0965094566345215,1736.4012496471405,700000,69,24.460203886032104,100,14.288054704666138,1.8056069556472194,-0.0026809203,-0.013507666,-1.661592845708179,1.5502063859118693,23.32978367805481,0.03332710266113281,-16.19497340694812,8.349711418151855,-1.835978074085774
1.0683960914611816,1760.5470643043518,710000,70,24.086867332458496,100,14.022007703781128,2.169051097909942,0.020373572,0.015115601,-1.6393508252804536,0.600755432287606,22.983338594436646,0.034423112869262695,-16.06816723290312,8.289154291152954,-1.9267775396934814
1.0691959857940674,1784.6885721683502,720000,71,24.080665111541748,100,13.976383686065674,2.4928209217142507,-0.0025775544,-0.0074620834,-1.7852011161550332,0.48955868594423246,22.97109079360962,0.039667367935180664,-15.915912483314267,8.317309379577637,-1.9326862421517685
1.0794258117675781,1808.8612875938416,730000,72,24.114283800125122,100,14.005151271820068,1.1506656303583307,-0.0014118165,-0.0024099762,-1.5563503073991396,0.30026242707615947,22.991894721984863,0.042008399963378906,-4.656794530265061,8.293222904205322,-1.8568142867481077
1.0930380821228027,1833.0727427005768,740000,73,24.14783525466919,100,14.017563104629517,2.8226228520971826,0.002083206,-0.0007948914,-1.9255558487802613,1.1959908185723163,23.016421794891357,0.03769564628601074,-16.579621054768523,8.310949563980103,-2.184843003308675
1.0729336738586426,1857.297703742981,750000,74,24.162354469299316,100,14.046014785766602,2.764104827717462,0.0015626282,0.0010325348,-2.0019624086109427,0.8311897867174476,23.042981386184692,0.04575157165527344,-16.275222224709196,8.313865184783936,-2.2211527272230747
1.0788094997406006,1881.3743288516998,760000,75,24.017523765563965,100,13.948819160461426,2.4017746211878164,0.0011557511,0.0010345001,-1.8573390715997116,0.4746477817047333,22.893965005874634,0.04395103454589844,-15.523532335201889,8.26297664642334,-2.278979053142171
1.0436441898345947,1905.5518276691437,770000,76,24.119550704956055,100,14.07844591140747,1.1437544459974136,0.009982386,0.009332123,-1.5983380309127284,0.42896333603946923,23.034458875656128,0.040834903717041016,-5.178583597284092,8.2694993019104,-1.8050017887103749
1.0556285381317139,1929.6786613464355,780000,77,24.065630435943604,100,13.997379302978516,2.289134328592388,0.007833008,0.0066516725,-1.8392776124561505,0.4961685247939527,22.973363876342773,0.03580451011657715,-14.637187028197836,8.286474466323853,-2.2160758561541227
1.1054573059082031,1953.8918371200562,790000,78,24.151920795440674,100,14.062334537506104,1.8639771960585436,0.0060218945,0.0054486813,-1.6836838013838573,0.2558111431128809,23.004279375076294,0.0414884090423584,-17.753274091826867,8.258176326751709,-1.9616586148041926
1.0610275268554688,1978.1203966140747,800000,79,24.16584587097168,100,14.071062326431274,2.9952238233117416,-0.000747168,-0.0076896604,-2.0108016584441613,0.6732241229171703,23.059943675994873,0.04387378692626953,-15.974141486560082,8.305118560791016,-2.4447960214781617
1.4162192344665527,2002.2996020317078,810000,80,24.116886854171753,100,13.762965202331543,1.8451544376606448,-0.009975983,-0.009485696,-1.6688930809201394,0.8088082917575778,22.642483234405518,0.056844234466552734,-15.912444324541775,8.193541526794434,-1.9101236710818799
1.062004804611206,2025.9176018238068,820000,81,23.559659481048584,100,13.600051403045654,2.5524385062990818,-0.015748193,-0.016010785,-1.7803339021840299,1.1777538779204633,22.457117319107056,0.039864301681518555,-16.766700938144137,8.188614845275879,-1.9198691734587532
1.0738239288330078,2049.9817955493927,830000,82,23.999608993530273,100,13.911298751831055,1.4832491176236875,0.011600305,0.01085683,-1.6074168511270046,0.7943786416639004,22.88467836380005,0.03972744941711426,-11.325278744017002,8.288287162780762,-1.807233502591342
1.0778491497039795,2074.1471316814423,840000,83,24.105703115463257,100,14.002587080001831,1.6228571453632705,-0.0074706785,-0.008023728,-1.6053962745529402,1.3192741004652135,22.986586570739746,0.040496826171875,-14.154697442145052,8.306480646133423,-1.8351643140413092
1.0754210948944092,2098.4043204784393,850000,84,24.19015884399414,100,14.138022899627686,1.8337685759329756,-0.0021914598,-0.0027681754,-1.6572725765247642,1.9453697988479695,23.074097156524658,0.03964686393737793,-14.958854960984103,8.252880096435547,-1.7887933113384102
1.0756468772888184,2122.5828156471252,860000,85,24.11250329017639,100,14.01569652557373,1.041782583338929,-0.014240448,-0.014901111,-1.5859112894465044,0.8588940365723606,22.996732234954834,0.03943347930908203,-4.398009170944464,8.28907036781311,-1.7306843172433943
1.5320117473602295,2146.8180582523346,870000,86,24.169705390930176,100,13.670679330825806,1.8310781790856658,-0.00847121,-0.011091943,-1.6633595253350757,0.7171562091735701,22.575881242752075,0.06008791923522949,-13.586971057451368,8.225379467010498,-1.9147156276107469
1.522580862045288,2170.978237390518,880000,87,24.094807624816895,100,13.642759561538696,1.1430518041611015,0.0022782471,0.0015411255,-1.5282457324247816,0.7987889054025942,22.533564567565918,0.0379338264465332,-4.329946633595679,8.206830501556396,-1.8039020818794294
1.059009075164795,2194.7241463661194,890000,88,23.638469457626343,100,13.672577381134033,1.53150803068147,-0.0031320679,-0.003573111,-1.6621040426930065,0.8614354207677286,22.533494234085083,0.045075416564941406,-13.09018476164849,8.184822082519531,-1.8332423419125996
1.0843935012817383,2218.9278326034546,900000,89,24.14920997619629,100,14.01366114616394,1.6627076776843397,-0.0015659668,-0.0019936478,-1.8240541782783743,0.9448014075713704,23.02405548095703,0.040087223052978516,-13.98588110713759,8.32968258857727,-2.0876813162874157
1.078141689300537,2242.9069108963013,910000,90,23.918375492095947,100,13.817577362060547,2.163188220561746,0.005666875,0.0056609833,-1.7798153682533602,0.7645112533337335,22.800400972366333,0.03906416893005371,-15.096990748216983,8.297636985778809,-2.0296864942304924
1.0328335762023926,2266.9211604595184,920000,91,23.955353260040283,100,13.946585655212402,1.1255271110513336,-0.004016379,-0.0042178347,-1.5816505408278676,1.2303186928082297,22.88614010810852,0.03575897216796875,-4.934166426660483,8.251526117324829,-1.797932848185598
1.056459903717041,2291.0111389160156,930000,92,24.030581951141357,100,13.980698347091675,1.1053243282351637,-0.007872069,-0.008375079,-1.5877838732323135,0.40073157288599554,22.932566165924072,0.04091763496398926,-4.556006600200371,8.274803638458252,-1.787480348729199
1.0693576335906982,2315.21444606781,940000,93,24.142744064331055,100,14.025084257125854,2.157669453435502,-0.004412918,-0.004957849,-1.6346159535806952,1.4701362314343418,23.033335208892822,0.03934311866760254,-15.171873923598394,8.318480968475342,-1.734659488308126
1.0603911876678467,2340.3651237487793,950000,94,25.08560299873352,100,14.746689796447754,1.7177663570463486,-0.0052184877,-0.005500128,-1.684451878141772,0.5515545826548143,23.982635021209717,0.0418243408203125,-14.931341084404028,8.526904344558716,-1.8240590577113858
1.0759003162384033,2364.544411420822,960000,95,24.120575666427612,100,14.026261329650879,2.1326180562304935,-0.0033076352,-0.0038590457,-1.7255220030016982,1.0933220587625794,23.00418734550476,0.03965330123901367,-16.229004826078402,8.294351577758789,-1.985007814225372
1.0662097930908203,2388.723587989807,970000,96,24.119498014450073,100,14.029711246490479,2.2794809723956404,0.010194872,0.009893931,-1.7814965488624097,1.2772355850012802,23.01570701599121,0.03699231147766113,-17.01514288569759,8.302906274795532,-1.9350326023656124
1.0600159168243408,2412.7668166160583,980000,97,23.98505997657776,100,13.946174144744873,0.9970514712981775,0.006973256,0.006471219,-1.5410385288561192,0.7028327688319689,22.883866786956787,0.040416717529296875,-4.679708719371017,8.245491743087769,-1.7217615533329351
1.0595731735229492,2436.9569494724274,990000,98,24.124226808547974,100,14.004730224609375,1.8043376000879356,-0.007737431,-0.008823944,-1.583057414389207,0.6877976093191335,23.018171072006226,0.045676231384277344,-16.011842967582435,8.329311609268188,-1.6558253716780513
1.1145739555358887,2461.2444682121277,1000000,99,24.22864842414856,100,14.099303960800171,2.532202942328299,-0.015679846,-0.016169459,-1.7790433842336772,1.021512537108384,23.069138526916504,0.044065237045288086,-17.192478546260883,8.28995966911316,-1.8944499768468233
